Metaprotein,Superkingdom,Kingdom ,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number,EC-Number,P01_C,P02_C,P03_C,P04_C,P05_C,P06_C,P06b_C,P06c_C,P07_C,P07b_C,P07c_C,P08_C,P09_C,P10_C,P11_C,P12_C,P13_C,P14_C,P15_C,P16_C,P17_C,P18_CD,P18b_CD,P18c_CD,P19_CD,P20_CD,P21_CD,P22_CD,P23_CD,P24_CD,P25_CD,P26_CD,P27_CD,P28_CD,P29_UC,P30_UC,P31_UC,P32_UC,P33_UC,P34_UC,P35_UC,P36_UC,P37_UC,P38_UC,P39_UC,P40_UC,P41_UC,P42_UC
SBP1_DANRE Selenium-binding protein 1 OS=Danio rerio GN=selenbp1 PE=2 SV=1,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6PHD9,K17285|,|,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,8,6,0,0,0,0,2,2,0,0,0,0,0,0,6,0
SBP1_RAT Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q13228,K17285|,|,0,8,0,8,13,12,9,9,7,0,0,21,21,13,13,13,7,0,17,1,0,13,14,9,0,31,17,0,0,14,0,21,27,33,3,29,0,11,10,0,4,0,11,9,0,0,23,56
SBP2_MOUSE Selenium-binding protein 2 OS=Mus musculus GN=Selenbp2 PE=1 SV=2,Eukaryota,Metazoa,Chordata,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P17563,K17285|,|,0,4,0,5,3,5,2,3,3,2,0,7,6,3,2,7,2,4,7,1,0,2,0,1,0,6,14,2,0,3,0,8,8,13,0,11,0,5,0,2,0,0,6,2,0,0,8,12
SC6A2_BOVIN Sodium-dependent noradrenaline transporter OS=Bos taurus GN=SLC6A2 PE=2 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P23975,K05035|,|,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCP_CHIOP Sarcoplasmic calcium-binding protein (Fragment) OS=Chionoecetes opilio PE=1 SV=1,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,EMPTY,|,|,30,99,108,79,37,67,70,40,97,87,79,132,119,92,48,99,110,1,105,74,84,25,19,30,22,22,20,19,11,19,19,11,37,22,9,16,17,17,9,21,1,6,16,20,21,24,19,47
SDCB1_HUMAN Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_O00560,K17254|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,3,8,3,0,0,0,0,0
"SDHA_DICDI Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Dictyostelium discoideum GN=sdhA PE=3 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q6ZDY8,K00234|,1.3.5.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDHA_MESAU Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Fragment) OS=Mesocricetus auratus GN=SDHA PE=1 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q9YHT1,K00234|,1.3.5.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDHA_MOUSE Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Mus musculus GN=Sdha PE=1 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P31040,K00234|,1.3.5.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDHA_SALTY Succinate dehydrogenase flavoprotein subunit OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=sdhA PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8ZQU3,K00239|,1.3.5.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDHA_SCHPO Probable succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=sdh1 PE=2 SV=1",Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q00711,K00234|,1.3.5.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"SDHAA_XENLA Succinate dehydrogenase [ubiquinone] flavoprotein subunit A, mitochondrial OS=Xenopus laevis GN=sdha-a PE=2 SV=1",Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_Q94523,K00234|,1.3.5.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDK2_MOUSE Protein sidekick-2 OS=Mus musculus GN=Sdk2 PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q6V4S5,K16353|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC31_LODEL Protein transport protein SEC31 OS=Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) GN=SEC31 PE=3 SV=1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Lodderomyces,Lodderomyces elongisporus,UniRef50_A5DTX3,K14005|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEC4_YEAST Ras-related protein SEC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC4 PE=1 SV=1,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P07560,K07901|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
SECA_BACTN Protein translocase subunit SecA OS=Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / NCTC 10582 / E50 / VPI-5482) GN=secA PE=3 SV=1,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,unassigned,UniRef50_Q89ZL5,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECA_CHLT3 Protein translocase subunit SecA OS=Chloroherpeton thalassium (strain ATCC 35110 / GB-78) GN=secA PE=3 SV=1,Bacteria,unassigned,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,unassigned,unassigned,UniRef50_Q8KD18,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SECA_DESPS Protein translocase subunit SecA OS=Desulfotalea psychrophila (strain LSv54 / DSM 12343) GN=secA PE=3 SV=1,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P28366,K03070|,|,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
SECA_GRAFK Protein translocase subunit SecA OS=Gramella forsetii (strain KT0803) GN=secA PE=3 SV=1,Bacteria,unassigned,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,unassigned,unassigned,UniRef50_A0LYR8,K03070|,|,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECA_PARL1 Protein translocase subunit SecA OS=Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966) GN=secA PE=3 SV=2,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Parvibaculum,Parvibaculum lavamentivorans,UniRef50_P43803,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECA_STRGR Protein translocase subunit SecA OS=Streptomyces griseus GN=secA PE=1 SV=2,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseus,UniRef50_P71533,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECA_STRSY Protein translocase subunit SecA OS=Streptococcus suis (strain 05ZYH33) GN=secA PE=3 SV=1,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,UniRef50_Q8DNT8,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECA_TREPA Protein translocase subunit SecA OS=Treponema pallidum (strain Nichols) GN=secA PE=3 SV=1,Bacteria,unassigned,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema pallidum subsp. pallidum str. Nichols,UniRef50_O07497,K03070|,|,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
SECA_UNCTG Protein translocase subunit SecA OS=Uncultured termite group 1 bacterium phylotype Rs-D17 GN=secA PE=3 SV=1,Bacteria,unassigned,Elusimicrobia,unassigned,unassigned,unassigned,unassigned,uncultured Termite group 1 bacterium,UniRef50_B2KAS3,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SECA_WOLTR Protein translocase subunit SecA OS=Wolbachia sp. subsp. Brugia malayi (strain TRS) GN=secA PE=3 SV=2,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P52966,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2
SECA1_MAGMM Protein translocase subunit SecA 1 OS=Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1) GN=secA1 PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,UniRef50_A9GI17,K03070|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECB_ERWT9 Protein-export protein SecB OS=Erwinia tasmaniensis (strain DSM 17950 / CIP 109463 / Et1/99) GN=secB PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Erwinia,Erwinia tasmaniensis,UniRef50_Q6LVL0,K03071|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECB_SHIDS Protein-export protein SecB OS=Shigella dysenteriae serotype 1 (strain Sd197) GN=secB PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8KRM2,K03071|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SECD_MAGMM Protein translocase subunit SecD OS=Magnetococcus marinus (strain ATCC BAA-1437 / JCM 17883 / MC-1) GN=secD PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Magnetococcales,Magnetococcaceae,Magnetococcus,Magnetococcus marinus,UniRef50_A0LCK9,K03072|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SERC_FLAJ1 Phosphoserine aminotransferase OS=Flavobacterium johnsoniae (strain ATCC 17061 / DSM 2064 / UW101) GN=serC PE=3 SV=1,Bacteria,unassigned,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,UniRef50_A5FH28,K00831|,2.6.1.52|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERC_PARD8 Phosphoserine aminotransferase OS=Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152) GN=serC PE=3 SV=1,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,unassigned,unassigned,unassigned,UniRef50_Q8A8L4,K00831|,2.6.1.52|,0,0,0,0,5,3,3,3,0,0,0,0,0,2,0,8,6,0,0,0,4,0,0,0,0,46,5,0,0,0,0,4,6,0,13,17,0,0,10,6,0,0,0,0,0,0,0,8
SERC_SODGM Phosphoserine aminotransferase OS=Sodalis glossinidius (strain morsitans) GN=serC PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,Sodalis glossinidius,UniRef50_Q8XEA7,K00831|,2.6.1.52|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SET14_CAEEL SET domain-containing protein 14 OS=Caenorhabditis elegans GN=set-14 PE=3 SV=2,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,UniRef50_Q09415,K11426|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SIAE_HUMAN Sialate O-acetylesterase OS=Homo sapiens GN=SIAE PE=1 SV=1,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,unassigned,unassigned,UniRef50_Q9HAT2,K05970|,3.1.1.53|,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,3,0,3,3,0,0,12,14,12,0,11,2,4,5,2,10,8,0,7,10,10,10,8,4,7,0,0,15,3,4,3,6,13
SIGA_CLOAB RNA polymerase sigma factor SigA OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) GN=sigA PE=3 SV=1,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium acetobutylicum,UniRef50_Q04506,K03086|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKI2_ARATH DExH-box ATP-dependent RNA helicase DExH11 OS=Arabidopsis thaliana GN=SKI2 PE=1 SV=1,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_F4JAA5,K12599|,3.6.4.13|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKP_SHISS Chaperone protein Skp OS=Shigella sonnei (strain Ss046) GN=skp PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,unassigned,UniRef50_P0AEU9,K06142|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAP_LACHE S-layer protein OS=Lactobacillus helveticus GN=slpH PE=1 SV=2,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,unassigned,UniRef50_P38059,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAPO_BREBN Outer cell wall protein OS=Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) GN=BBR47_54150 PE=1 SV=1,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis,UniRef50_P09333,|,|,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
T2FA_HUMAN General transcription factor IIF subunit 1 OS=Homo sapiens GN=GTF2F1 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P35269,K03138|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLYD_SHIFL FKBP-type peptidyl-prolyl cis-trans isomerase SlyD OS=Shigella flexneri GN=slyD PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri,UniRef50_Q9KNX6,K03775|,5.2.1.8|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMCA4_HUMAN Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q3TKT4,K11647|,3.6.4.-|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX41_CRYNB Sorting nexin-41 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) GN=SNX41 PE=3 SV=1,Eukaryota,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Filobasidiella,Cryptococcus neoformans,UniRef50_P0CR64,|,|,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SODC_MACFU Superoxide dismutase [Cu-Zn] OS=Macaca fuscata fuscata GN=SOD1 PE=2 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,unassigned,UniRef50_P08228,|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SODC_PIG Superoxide dismutase [Cu-Zn] OS=Sus scrofa GN=SOD1 PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Suidae,Sus,Sus scrofa,UniRef50_P04178,K04565|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SODC_SAPAP Superoxide dismutase [Cu-Zn] OS=Sapajus apella GN=SOD1 PE=2 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P00441,|K04565|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,9,9,11,2,0,9,5,4,7,6,0,0,0,14,8,0,1,4,0,4,8,0,6,0,0,0
SODF_BACFR Superoxide dismutase [Fe] OS=Bacteroides fragilis (strain YCH46) GN=sodB PE=3 SV=2,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,UniRef50_P53638,K04564|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,4,0,0,5,0,0,2,0,6,0,0,0,0,0,0,0,3
SODF_SHIFL Superoxide dismutase [Fe] OS=Shigella flexneri GN=sodB PE=3 SV=2,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_O15905,K04564|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SODM_HORSE Superoxide dismutase [Mn], mitochondrial OS=Equus caballus GN=SOD2 PE=2 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P09671,K04564|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0
SODM_LACLA Superoxide dismutase [Mn] OS=Lactococcus lactis subsp. lactis (strain IL1403) GN=sodA PE=3 SV=1,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis subsp. lactis Il1403,UniRef50_O30826,K04564|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SODM_MACNE Superoxide dismutase [Mn], mitochondrial OS=Macaca nemestrina GN=SOD2 PE=2 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P04179,|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,0,0
"SODM_PIG Superoxide dismutase [Mn], mitochondrial (Fragment) OS=Sus scrofa GN=SOD2 PE=2 SV=1",Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Suidae,Sus,Sus scrofa,UniRef50_P28768,|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"SODM_RAT Superoxide dismutase [Mn], mitochondrial OS=Rattus norvegicus GN=Sod2 PE=1 SV=2",Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P07895,K04564|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SODM_STRA3 Superoxide dismutase [Mn/Fe] OS=Streptococcus agalactiae serotype III (strain NEM316) GN=sodA PE=3 SV=2,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,UniRef50_P54375,|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SODM_YEREN Superoxide dismutase [Mn] OS=Yersinia enterocolitica GN=sodA PE=3 SV=1,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia enterocolitica,UniRef50_P00448,|,1.15.1.1|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA3F_MOUSE Serine protease inhibitor A3F OS=Mus musculus GN=Serpina3f PE=1 SV=3,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q80X76,K04525|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0
SPAG1_DANRE Sperm-associated antigen 1A OS=Danio rerio GN=spag1a PE=2 SV=1,Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio,UniRef50_F1RBN2,|,|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TREA_HUMAN Trehalase OS=Homo sapiens GN=TREH PE=1 SV=2,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_O43280,K01194|,3.2.1.28|,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
